Phi_1,Phi_2,DPhi_1,DPhi_2,DDPhi_1,t,wire_dist,overlap
1.8138641576855332,0.3998179196704974,-1.4542451383646184,1.101198226074071,24.516353202126766,1.066,0.6537684058736255,
1.8131360956080984,0.4003715818576811,-1.4580023442314376,1.113447573042738,24.480957828475084,1.0665,0.6524091348879517,
1.8124061561691442,0.40093136428752146,-1.461754583044142,1.1256791839025433,24.445408879553725,1.067,0.6510488790358895,
1.8116743418542947,0.40149725807277675,-1.4655018464119838,1.1378929819222943,24.409706580527654,1.0675000000000001,0.6496876597137015,
1.8109406551533718,0.40206925428786694,-1.469244125939371,1.150088890483074,24.373851155412012,1.068,0.6483254983858883,
1.810205098560395,0.4026473439689315,-1.4729814132258678,1.1622668330777037,24.337842827092118,1.0685,0.6469624165858155,
1.8094676745735867,0.40323151811388364,-1.4767136998661794,1.1744267333101635,24.301681817350982,1.069,0.6455984359163559,
1.8087283856953715,0.4038217676824667,-1.4804409774501475,1.1865685148950573,24.265368346892956,1.0695000000000001,0.6442335780505131,
1.8079872344323815,0.4044180835963078,-1.4841632375627356,1.198692101657059,24.22890263537124,1.07,0.6428678647320529,
1.807244223295457,0.40502045673897497,-1.4878804717840324,1.210797417530426,24.192284901410403,1.0705,0.6415013177761272,
1.8064993547996504,0.4056288779560301,-1.4915926716892398,1.2228843865584669,24.155515362630922,1.071,0.640133959069894,
1.8057526314642254,0.40624333805508417,-1.4952998288486696,1.2349529328930593,24.118594235673527,1.0715000000000001,0.6387658105731318,
1.8050040558126648,0.40686382780585045,-1.4990019348277324,1.2470029807941432,24.08152173622898,1.072,0.6373968943188613,
1.8042536303726675,0.40749033794020006,-1.502698981186944,1.2590344546292855,24.044298079056716,1.0725,0.6360272324139473,
1.803501357676155,0.408122859152214,-1.506390959481916,1.2710472788731972,24.006923478010776,1.073,0.634656847039711,
1.802747240259271,0.408761382098238,-1.5100778612633545,1.283041378107299,23.96939814606685,1.0735000000000001,0.63328576045253,
1.8019912806623863,0.40940589739693395,-1.5137596780770521,1.295016677019267,23.931722295345935,1.074,0.6319139949844401,
1.8012334814300988,0.4100563956293352,-1.517436401463897,1.3069731004026424,23.893896137136608,1.0745,0.6305415730437273,
1.800473845111238,0.41071286733889767,-1.5211080229598664,1.3189105731564008,23.855919881923,1.075,0.6291685171155227,
1.7997123742588654,0.4113753030315537,-1.5247745340960273,1.330829020284568,23.81779373940867,1.0755000000000001,0.6277948497623846,
1.7989490714302805,0.4120436931757625,-1.5284359263985325,1.3427283668958123,23.77951791853843,1.076,0.6264205936248916,
1.7981839391870191,0.41271802820256487,-1.5320921913886314,1.354608538203104,23.741092627523585,1.0765,0.6250457714222101,
1.7974169800948578,0.41339829850563375,-1.5357433205826652,1.3664694595233333,23.70251807387058,1.077,0.6236704059526751,
1.7966481967238164,0.41408449444132683,-1.5393893054920735,1.378311056276977,23.663794464399416,1.0775000000000001,0.6222945200943597,
1.7958775916481617,0.41477660632873675,-1.5430301376233906,1.3901332539877356,23.62492200527072,1.078,0.6209181368056439,
1.795105167446406,0.41547462444974465,-1.5466658084782592,1.401935978282245,23.58590090200937,1.0785,0.6195412791257673,
1.7943309267013134,0.41617853904907054,-1.5502963095534288,1.4137191548897425,23.546731359531577,1.079,0.6181639701753948,
1.7935548719999004,0.4168883403343248,-1.5539216323407652,1.4254827096417793,23.507413582163508,1.0795000000000001,0.6167862331571645,
1.7927770059334391,0.4176040184760584,-1.5575417683272494,1.4372265684719085,23.467947773668584,1.08,0.6154080913562361,
1.7919973310974595,0.4183255636078151,-1.561156708994994,1.4489506574154452,23.42833413727226,1.0805,0.6140295681408324,
1.791215850091751,0.4190529658261817,-1.5647664458212451,1.4606549026091782,23.38857287568385,1.081,0.612650686962777,
1.790432565520366,0.41978621519083875,-1.5683709702783935,1.4723392302911316,23.348664191121998,1.0815000000000001,0.6112714713580265,
1.7896474799916227,0.4205253017246104,-1.5719702738339767,1.4840035668003029,23.30860828533787,1.082,0.6098919449472009,
1.7888605961181052,0.42127021541351634,-1.5755643479506989,1.4956478385764669,23.26840535963879,1.0825,0.6085121314360996,
1.788071916516669,0.4220209462068209,-1.5791531840864348,1.5072719721599392,23.228055614911682,1.083,0.6071320546162248,
1.7872814438084401,0.4227774840170841,-1.5827367736942433,1.518875894191381,23.18755925164578,1.0835000000000001,0.6057517383652873,
1.786489180618821,0.4235398187202102,-1.5863151082223739,1.5304595314115876,23.14691646996107,1.084,0.604371206647718,
1.7856951295774903,0.4243079401555,-1.5898881791142885,1.5420228106613394,23.10612746962488,1.0845,0.6029904835151653,
1.7848992933184062,0.4250818381256993,-1.5934559778086668,1.55356565888121,23.06519245007871,1.085,0.6016095931069907,
1.7841016744798088,0.4258615023970494,-1.5970184957394267,1.5650880031114205,23.024111610462114,1.0855000000000001,0.6002285596507579,
1.7833022757042225,0.42664692269933546,-1.6005757243357284,1.5765897704916747,22.982885149636786,1.086,0.5988474074627179,
1.782501099638458,0.42743808872593864,-1.604127655022003,1.5880708882610546,22.941513266204765,1.0865,0.5974661609482848,
1.7816981489336152,0.4282349901338839,-1.6076742792179595,1.599531283757877,22.899996158537533,1.087,0.5960848446025091,
1.7808934262450855,0.42903761654389044,-1.6112155883386066,1.6109708844195947,22.858334024794885,1.0875000000000001,0.5947034830105447,
1.7800869342325538,0.4298459575404201,-1.614751573794263,1.6223896177826747,22.8165270629504,1.088,0.593322100848106,
1.7792786755600007,0.4306600026717287,-1.6182822269905854,1.6337874114825426,22.77457547081326,1.0885,0.5918336294106165,
1.7784686528957063,0.43147974144991397,-1.6218075393285811,1.6451641932534853,22.732479446049865,1.089,0.5903194056408831,
